"Device","Context","Stream","Kernel","Correlation_ID","inst_per_warp","branch_efficiency","warp_execution_efficiency","warp_nonpred_execution_efficiency","inst_replay_overhead","shared_load_transactions_per_request","shared_store_transactions_per_request","local_load_transactions_per_request","local_store_transactions_per_request","gld_transactions_per_request","gst_transactions_per_request","shared_store_transactions","shared_load_transactions","local_load_transactions","local_store_transactions","gld_transactions","gst_transactions","sysmem_read_transactions","sysmem_write_transactions","l2_read_transactions","l2_write_transactions","global_hit_rate","local_hit_rate","gld_requested_throughput","gst_requested_throughput","gld_throughput","gst_throughput","local_memory_overhead","tex_cache_hit_rate","l2_tex_read_hit_rate","l2_tex_write_hit_rate","tex_cache_throughput","l2_tex_read_throughput","l2_tex_write_throughput","l2_read_throughput","l2_write_throughput","sysmem_read_throughput","sysmem_write_throughput","local_load_throughput","local_store_throughput","shared_load_throughput","shared_store_throughput","gld_efficiency","gst_efficiency","tex_cache_transactions","flop_count_dp","flop_count_dp_add","flop_count_dp_fma","flop_count_dp_mul","flop_count_sp","flop_count_sp_add","flop_count_sp_fma","flop_count_sp_mul","flop_count_sp_special","inst_executed","inst_issued","sysmem_utilization","stall_inst_fetch","stall_exec_dependency","stall_memory_dependency","stall_texture","stall_sync","stall_other","stall_constant_memory_dependency","stall_pipe_busy","shared_efficiency","inst_fp_32","inst_fp_64","inst_integer","inst_bit_convert","inst_control","inst_compute_ld_st","inst_misc","inst_inter_thread_communication","issue_slots","cf_issued","cf_executed","ldst_issued","ldst_executed","atomic_transactions","atomic_transactions_per_request","l2_atomic_throughput","l2_atomic_transactions","l2_tex_read_transactions","stall_memory_throttle","stall_not_selected","l2_tex_write_transactions","flop_count_hp","flop_count_hp_add","flop_count_hp_mul","flop_count_hp_fma","inst_fp_16","sysmem_read_utilization","sysmem_write_utilization","pcie_total_data_transmitted","pcie_total_data_received","inst_executed_global_loads","inst_executed_local_loads","inst_executed_shared_loads","inst_executed_surface_loads","inst_executed_global_stores","inst_executed_local_stores","inst_executed_shared_stores","inst_executed_surface_stores","inst_executed_global_atomics","inst_executed_global_reductions","inst_executed_surface_atomics","inst_executed_surface_reductions","inst_executed_shared_atomics","inst_executed_tex_ops","l2_global_load_bytes","l2_local_load_bytes","l2_surface_load_bytes","l2_local_global_store_bytes","l2_global_reduction_bytes","l2_global_atomic_store_bytes","l2_surface_store_bytes","l2_surface_reduction_bytes","l2_surface_atomic_store_bytes","global_load_requests","local_load_requests","surface_load_requests","global_store_requests","local_store_requests","surface_store_requests","global_atomic_requests","global_reduction_requests","surface_atomic_requests","surface_reduction_requests","sysmem_read_bytes","sysmem_write_bytes","l2_tex_hit_rate","texture_load_requests","unique_warps_launched","sm_efficiency","achieved_occupancy","ipc","issued_ipc","issue_slot_utilization","eligible_warps_per_cycle","tex_utilization","l2_utilization","shared_utilization","ldst_fu_utilization","cf_fu_utilization","special_fu_utilization","tex_fu_utilization","single_precision_fu_utilization","double_precision_fu_utilization","flop_hp_efficiency","flop_sp_efficiency","flop_dp_efficiency","dram_read_transactions","dram_write_transactions","dram_read_throughput","dram_write_throughput","dram_utilization","half_precision_fu_utilization","ecc_transactions","ecc_throughput","dram_read_bytes","dram_write_bytes"
,,,,,,%,%,%,,,,,,,,,,,,,,,,,,%,%,GB/s,GB/s,GB/s,GB/s,%,%,%,%,GB/s,GB/s,GB/s,GB/s,GB/s,B/s,MB/s,B/s,B/s,GB/s,GB/s,%,%,,,,,,,,,,,,,,%,%,%,%,%,%,%,%,%,,,,,,,,,,,,,,,,B/s,,,%,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,%,,,,%,,,,,,,,,,,%,%,%,,,GB/s,GB/s,,,,B/s,,
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",10,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,161.559277,8.077964,161.559277,8.077964,0.000000,50.000000,100.000000,100.000000,161.559277,161.559277,8.077964,161.710739,8.082066,0.000000,1.615592,0.000000,0.000000,3877.422655,161.559277,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188330,"Low (1)",2.958595,42.697871,7.009049,0.000000,19.735523,22.924402,0.426031,3.029474,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240810,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018849,1.200207,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,512,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.644451,0.947208,1.601296,1.602788,27.459075,1.810138,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.171683,0.000000,0,0,0.000000,0.000000,"Idle (0)","Idle (0)",0,0.000000,0,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",11,966.000000,100.000000,100.000000,99.792961,0.000979,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,513616,25613,0.000000,0.000000,161.390107,8.069505,161.390107,8.069505,0.000000,50.000000,100.000000,100.000000,161.390107,161.390107,8.069505,161.899495,8.073603,0.000000,1.613900,0.000000,0.000000,3873.362570,161.390107,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188454,"Low (1)",2.985997,42.997856,7.224793,0.000000,19.282153,23.133942,0.260410,2.843109,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240934,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017880,1.253861,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,512,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.272193,0.945523,1.596004,1.582089,27.105049,1.839203,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.142844,0.000000,320,132,0.100869,0.041608,"Low (1)","Idle (0)",0,0.000000,10240,4224
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",12,966.000000,100.000000,100.000000,99.792961,0.000962,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.494301,8.074715,161.494301,8.074715,0.000000,50.000000,97.499219,99.312500,161.494301,161.494301,8.074715,161.524582,8.078816,0.000000,1.614943,0.000000,0.000000,3875.863232,161.494301,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188356,"Low (1)",3.086158,42.904203,6.903444,0.000000,19.621009,23.035473,0.262483,2.953402,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240836,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018581,1.215247,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.585565,0,6400,91.338238,0.947006,1.602908,1.606052,27.515398,1.824901,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,11.939937,0.000000,16,4,0.005047,0.001262,"Low (1)","Idle (0)",0,0.000000,512,128
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",13,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,513688,25613,0.000000,0.000000,161.533623,8.076681,161.533623,8.076681,0.000000,50.000000,99.978906,21.546875,161.533623,161.533623,8.076681,162.066179,8.080783,0.000000,1.615335,0.000000,0.000000,3876.806944,161.533623,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188554,"Low (1)",2.940817,42.459142,7.991445,0.000000,19.361392,22.850383,0.260043,2.918169,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4241034,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.016391,1.202218,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.244048,0,6400,91.189339,0.948504,1.602139,1.600272,27.416768,1.816025,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.003662,0.000000,0,0,0.000000,0.000000,"Idle (0)","Idle (0)",0,0.000000,0,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",14,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,161.511395,8.075570,161.511395,8.075570,0.000000,50.000000,100.000000,34.828125,161.511395,161.511395,8.075570,161.662812,8.079671,0.000000,1.615113,0.000000,0.000000,3876.273485,161.511395,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.945594,42.208436,7.911601,0.000000,19.437694,22.955638,0.419108,2.891416,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017686,1.212827,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.896577,0,6400,91.463606,0.945163,1.602490,1.603983,27.479559,1.827670,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.081256,0.000000,1352,8,0.426491,0.002524,"Low (1)","Idle (0)",0,0.000000,43264,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",15,966.000000,100.000000,100.000000,99.792961,0.000992,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,160.949202,8.047460,160.949202,8.047460,0.000000,50.000000,100.000000,20.625000,160.949202,160.949202,8.047460,160.979380,8.051547,0.000000,1.609491,0.000000,0.000000,3862.780840,160.949202,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",3.002091,42.721383,6.954706,0.000000,19.596665,23.247610,0.299028,2.931026,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018511,1.228980,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.220238,0,6400,91.472883,0.942943,1.565629,1.600449,27.419007,1.825239,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.100701,0.000000,5,148,0.001572,0.046524,"Low (1)","Idle (0)",0,0.000000,160,4736
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",16,966.000000,100.000000,100.000000,99.792961,0.000960,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,161.612323,8.080616,161.612323,8.080616,0.000000,50.000000,97.163281,100.000000,161.612323,161.612323,8.080616,161.763834,8.084720,0.000000,1.616123,0.000000,0.000000,3878.695745,161.612323,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188335,"Low (1)",2.956091,42.980552,6.944818,0.000000,19.386857,23.052418,0.430698,3.019636,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240815,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.015408,1.213522,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.298363,0,6400,91.647482,0.947615,1.597537,1.599071,27.395750,1.826218,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.098870,0.000000,0,4,0.000000,0.001263,"Low (1)","Idle (0)",0,0.000000,0,128
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",17,966.000000,100.000000,100.000000,99.792961,0.000963,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512104,25613,0.000000,0.000000,161.578096,8.078905,161.578096,8.078905,0.000000,50.000000,100.000000,100.000000,161.578096,161.578096,8.078905,161.610916,8.083007,0.000000,1.615781,0.000000,0.000000,3877.874301,161.578096,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188356,"Low (1)",2.967800,43.090242,6.836479,0.000000,19.753506,22.992534,0.263406,2.853813,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240836,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017194,1.225025,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.496062,0.945920,1.595648,1.597186,27.363495,1.830082,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.113727,0.000000,1637,132,0.516608,0.041657,"Low (1)","Idle (0)",0,0.000000,52384,4224
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",18,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.228105,8.061405,161.228105,8.061405,0.000000,50.000000,100.000000,100.000000,161.228105,161.228105,8.061405,161.258335,8.065499,0.000000,1.612281,0.000000,0.000000,3869.474514,161.228105,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188359,"Low (1)",2.982487,42.839828,6.928379,0.000000,19.696415,23.229829,0.263208,2.816529,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240839,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017539,1.225788,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.098535,0.945721,1.596301,1.597788,27.373421,1.785660,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.066436,0.000000,0,0,0.000000,0.000000,"Idle (0)","Idle (0)",0,0.000000,0,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",19,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.286047,8.064302,161.286047,8.064302,0.000000,50.000000,97.415625,100.000000,161.286047,161.286047,8.064302,161.316288,8.068398,0.000000,1.612860,0.000000,0.000000,3870.865132,161.286047,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188356,"Low (1)",2.984614,42.892781,6.968397,0.000000,19.736965,23.110119,0.296166,2.754248,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240836,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017307,1.239404,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.538690,0,6400,91.348800,0.941756,1.585630,1.580464,27.077017,1.805963,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,11.987544,0.000000,14448,9928,4.551291,3.127437,"Low (1)","Idle (0)",0,0.000000,462336,317696
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",20,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.390107,8.069505,161.390107,8.069505,0.000000,50.000000,100.000000,100.000000,161.390107,161.390107,8.069505,161.420368,8.073603,0.000000,1.613900,0.000000,0.000000,3873.362570,161.390107,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.963060,42.679183,6.908915,0.000000,19.841488,23.159193,0.395446,2.810876,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.019723,1.222117,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.718517,0.944761,1.586007,1.587484,27.196895,1.829513,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.120954,0.000000,18213,22324,5.741012,7.036861,"Low (1)","Idle (0)",0,0.000000,582816,714368
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",21,966.000000,100.000000,100.000000,99.792961,0.000967,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.571252,8.078563,161.571252,8.078563,0.000000,50.000000,100.000000,100.000000,161.571252,161.571252,8.078563,161.601547,8.082665,0.000000,1.615712,0.000000,0.000000,3877.710054,161.571252,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188376,"Low (1)",2.951733,42.222902,8.114716,0.000000,19.317087,22.853072,0.385597,2.931344,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240856,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018596,1.204953,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.444128,0.944892,1.599766,1.601312,27.434239,1.797354,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.049426,0.000000,16,8,0.005049,0.002525,"Low (1)","Idle (0)",0,0.000000,512,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",22,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512112,25613,0.000000,0.000000,161.437917,8.071896,161.437917,8.071896,0.000000,50.000000,100.000000,19.203125,161.437917,161.437917,8.071896,161.473232,8.075995,0.000000,1.614379,0.000000,0.000000,3874.510014,161.437917,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188534,"Low (1)",2.994465,42.777553,6.990458,0.000000,19.846498,23.140318,0.263147,2.759099,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4241014,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.019410,1.209053,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.152530,0,6400,91.564405,0.946996,1.597812,1.603551,27.472153,1.816197,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,11.950820,0.000000,0,8,0.000000,0.002522,"Low (1)","Idle (0)",0,0.000000,0,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",23,966.000000,100.000000,100.000000,99.792961,0.000993,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.388400,8.069420,161.388400,8.069420,0.000000,50.000000,97.498437,100.000000,161.388400,161.388400,8.069420,161.418660,8.073518,0.000000,1.613884,0.000000,0.000000,3873.321602,161.388400,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.994361,42.883057,6.931306,0.000000,19.762255,23.050371,0.397484,2.713205,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018049,1.249912,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.617560,0,6400,91.657530,0.945847,1.596559,1.603663,27.474075,1.839935,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.002776,0.000000,1472,12,0.463992,0.003783,"Low (1)","Idle (0)",0,0.000000,47104,384
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",24,966.000000,100.000000,100.000000,99.792961,0.000998,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,161.549014,8.077451,161.549014,8.077451,0.000000,50.000000,100.000000,100.000000,161.549014,161.549014,8.077451,161.700467,8.081553,0.000000,1.615490,0.000000,0.000000,3877.176347,161.549014,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",3.084290,42.780810,6.919637,0.000000,19.619434,23.313530,0.283099,2.705897,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018111,1.275192,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,512,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.722368,0.946762,1.599050,1.593931,27.307348,1.844445,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.142657,0.000000,0,8,0.000000,0.002524,"Low (1)","Idle (0)",0,0.000000,0,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",25,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,161.590074,8.079504,161.590074,8.079504,0.000000,50.000000,96.258594,100.000000,161.590074,161.590074,8.079504,161.620372,8.083607,0.000000,1.615900,0.000000,0.000000,3878.161767,161.590074,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188306,"Low (1)",2.982827,42.744325,6.945713,0.000000,19.817947,23.204983,0.294428,2.772959,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240786,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.019566,1.217252,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.436756,0,6400,91.565276,0.947656,1.605486,1.607274,27.535937,1.818833,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.107926,0.000000,1624,0,0.512544,0.000000,"Low (1)","Idle (0)",0,0.000000,51968,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",26,966.000000,100.000000,100.000000,99.792961,0.000966,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,160.922043,8.046102,160.922043,8.046102,0.000000,50.000000,100.000000,100.000000,160.922043,160.922043,8.046102,160.952216,8.050188,0.000000,1.609220,0.000000,0.000000,3862.129038,160.922043,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.954060,42.435353,8.225086,0.000000,19.411729,22.525973,0.262301,2.965394,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.016093,1.204010,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.413166,0.943949,1.604942,1.606493,27.522987,1.824453,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.116866,0.000000,19281,22476,6.060035,7.064226,"Low (1)","Idle (0)",0,0.000000,616992,719232
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",27,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,161.359387,8.067969,161.359387,8.067969,0.000000,50.000000,100.000000,100.000000,161.359387,161.359387,8.067969,161.510661,8.072066,0.000000,1.613593,0.000000,0.000000,3872.625286,161.359387,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188330,"Low (1)",3.261636,42.781208,6.881368,0.000000,19.563473,23.023485,0.261307,2.942845,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240810,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017692,1.266986,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.716701,0.945865,1.601628,1.603120,27.464766,1.818921,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.144659,0.000000,0,8,0.000000,0.002521,"Low (1)","Idle (0)",0,0.000000,0,256
